,title,contents,url,host,uid,leng title,leng contents,token title,token contents,top 1 words contents,top 2 words contents,top 3 words contents
22,sedes reporta una persona recuperada de covid-19 este domingo y dos casos nuevos,una persona se recuperó del coronavirus en oruro según el informe del servicio departamental de salud (sedes) de este domingo mientras que dos se contagiaron además se cumplen 12 días que no hay fallecidos con esta enfermedad.tal como ocurrió en varios días de esta semana en oruro solo se reportaron dos nuevos casos de covid-19 uno en la ciudad capital y uno en el municipio de huanuni.totalhasta el momento en el departamento de oruro se registraron 42.257 casos de coronavirus además 40.578 pacientes se recuperaron 1.594 fallecieron y hay 85 personas que todavía tienen el virus.contagioscon los nuevos contagios la ciudad capital suma 35.523 casos seguida de huanuni con 1.530 challapata 1.142 machacamarca 392 caracollo 359 sabaya 288 turco 267 salinas de garci mendoza 238 antequera 218 eucaliptus 213 toledo 210 poopó 209.curahuara de carangas 196 huari 185 huachacalla 163 santiago de andamarca 154 pazña 149 corque 133 pampa aullagas 103 el choro 87 quillacas 83.en tanto totora 67 huayllamarca 66 soracachi 56 esmeralda 43 yunguyo de litoral 37 belén de andamarca 28 choquecota 26 cruz de machacamarca 25 escara 23 chipaya 21 coipasa 15 la rivera cinco carangas y todos santos uno.recuperadosel municipio de oruro acumula 34.151 personas recuperadas huanuni 1.466 challapata 1.055 machacamarca 374 caracollo 335 sabaya 284 turco 264 salinas de garci mendoza 233 antequera 212 eucaliptus 201 toledo 201 poopó 194.curahuara de carangas 178 huari 177 huachacalla 157 santiago de andamarca 148 pazña 146 corque 131 pampa aullagas 101 el choro 87 quillacas 80 huayllamarca 65.finalmente totora 62 soracachi 55 esmeralda 42 yunguyo de litoral 36 belén de andamarca 28 choquecota 25 cruz de machacamarca 24 escara 23 chipaya 21 coipasa 15 la rivera cinco todos santos uno y carangas uno./hnf/,https://lapatria.bo/2022/03/20/sedes-reporta-una-persona-recuperada-de-covid-19-este-domingo-y-dos-casos-nuevos/,lapatria.bo,39d0d8c0f92242e78685a54c72c4eb33,80,1797,9,218,"('oruro', 4)","('machacamarca', 4)","('carangas', 4)"
26,ocho bolivianos que trabajaban en brasil fueron rescatados por estar en situación de esclavitud,autoridades de brasil rescataron el viernes a ocho migrantes bolivianos que trabajaban en situación de esclavitud en un taller textil de sao paulo.los bolivianos sufrían jornadas de trabajo de hasta 14 horas y permanecían todo el día en el local donde dormían al lado de las máquinas de coser según indicó la secretaría de justicia y ciudadanía de sao paulo en una nota reportó la agencia efe.la policía detuvo a dos personas responsables del negocio situado en el comercial barrio de bom retiro en el centro de la capital paulista quienes son acusados por «tráfico de personas y asociación ilícita».«esos traficantes acaban engañando a esas personas con falsas promesas de oportunidades y una mejor vida» denunció el secretario de justicia y ciudadanía de sao paulo fernando josé da costa.da costa indicó a medios brasileros que los migrantes bolivianos rescatados podrán hacer cursos de portugués y capacitación profesional para que puedan introducirse más fácilmente en el mercado formal de trabajo brasileñoeste caso no es el primero de este tipo que se denuncia en brasil. ya que a este país llegan miles de bolivianos en busca de oportunidades de empleo.se desconoce la situación de los connacionales rescatados o si buscan retornar al país./hnf/,https://lapatria.bo/2022/03/20/ocho-bolivianos-que-trabajaban-en-brasil-fueron-rescatados-por-estar-en-situacion-de-esclavitud/,lapatria.bo,b161428651444ba3fae454c34a523169,95,1252,9,120,"('bolivianos', 4)","('sao', 3)","('personas', 3)"
27,"muere una periodista rusa tras un bombardeo en kiev, ucrania",oksana baulina es la periodista rusa que murió este miércoles en un bombardeo en kiev la capital de ucrania informó the insider el medio digital ruso independiente para el que trabajaba.la periodista murió tras el disparo de un cohete mientras filmaba los daños causados por el bombardeo de un centro comercial en el noroeste de la capital según un comunicado del medio independiente. otro civil murió y dos personas que acompañaban a la periodista resultaron heridas.antes de trabajar para the insider baulina fue productora de una fundación de lucha contra la corrupción en rusia. sin embargo las autoridades clasificaron a la fundación como «organización extremista» por lo que tuvo que salir del país y siguió trabajando para the insider sobre temas relacionados con la corrupción.en ucrania trabajaba como corresponsal para el medio y realizó varios reportajes en kiev y leópolis detalló the insider que expresó sus «más profundas condolencias» a su familia y amigos.«seguiremos cubriendo la guerra en ucrania incluyendo los crímenes de guerra rusos así como los bombardeos a ciegas sobre zonas residenciales» afirmó el medio digital creado en 2013 por el periodista y activista ruso román dobrokhotov y basado actualmente en riga letonia.al menos seis periodistas murieron en ucrania desde el inicio de la invasión rusa el 24 de febrero entre ellos tres extranjeros un camarógrafo franco-irlandés de fox news y una ucraniana que lo acompañaba un documentalista estadounidense dos periodistas ucranianos y oksana baulina./abh,https://lapatria.bo/2022/03/24/muere-una-periodista-rusa-tras-un-bombardeo-en-kiev-ucrania/,lapatria.bo,1b5bf2384cf5e3004100bcc804b519e9,60,1530,7,139,"('periodista', 4)","('ucrania', 4)","('the', 4)"
28,acnur pide igualdad para todos los residentes que huyen de su país por causa de la guerra,el alto comisionado de las naciones unidas para los refugiados (acnur) filipo grandi denunció la horrible realidad de algunas personas negras y latinas que huyen de las guerras y conflictos en diferentes países y no son tratados de la misma forma que a los residentes que salen de ucrania expresó en conferencia de prensa la mañana de hoy tras celebrar el día contra la discriminación racial.con motivo de este día grandi destacó la fea realidad de que algunas personas negras huyen de ucrania igual que de otras guerras “no reciben el mismo trato” que los refugiados ucranianos.“fuimos testigos de la horrible realidad de algunas personas negras y latinas que huyen de ucrania y de otras guerras en todo el mundo no han recibido el mismo trato que los refugiados ucranianos” señaló filipo grandi.asimismo dijo que la experiencia de los refugiados es universal todos sienten el mismo dolor y tristeza la misma sensación de pérdida y angustia el mismo alivio al encontrar seguridad y el mismo miedo ante un futuro incierto. todos merecen de forma equitativa nuestra compasión nuestra empatía y nuestro apoyo.más de tres millones de personas salieron de ucrania desde que comenzó la ofensiva rusa el 24 de febrero. la mayoría han recalado en polonia pero todos los países vecinos como moldavia o rumanía han recibido un gran flujo de personas./ svl,https://lapatria.bo/2022/03/24/acnur-pide-igualdad-para-todos-los-residentes-que-huyen-de-su-pais-por-causa-de-la-guerra/,lapatria.bo,c9ddb51ac411b786fbc78833f0bc0406,89,1346,9,136,"('mismo', 5)","('refugiados', 4)","('personas', 4)"
29,loza deja en manos del tse expulsión de cuéllar del mas,tras la decisión de expulsar al diputado del movimiento al socialismo (mas) rolando cuellar el senador del mismo partido leonardo loza afirmó este jueves que esta determinación está en manos del tribunal supremo electoral (tse).“el mas presentó el tema en el órgano electoral nosotros solo vamos a esperar que algún rato debidamente esa entidad se pronuncie como corresponde anticipadamente no podemos emitir ningún otro criterio (…). la denuncia está hecha será negro o blanco” señaló loza.enríquez cuéllar dijo el miércoles precedente que pidió a la entidad electoral la anulación de la resolución de expulsión que la comisión de ética de su partido emitió en su contra además aseguró que tras esta decisión están los exministros juan ramón quintana carlos romero y el exvicepresidente álvaro garcía linera.en relación a la reunión que la bancada del mas de santa cruz tuvo con el jefe de estado loza manifestó que todo el mundo tiene derecho a sacarse una foto con luis arce catacora y acusó a algunos medios de comunicación y la oposición de utilizar esa situación para hablar de enfrentamientos entre la dirigencia del partido y el ejecutivo.“algunos medios y nuestros opositores nos colocan titulares como para hacernos enfrentar (entre) la parte administrativa del estado con la dirigencia nacional que tenemos de nuestros movimientos sociales de nuestro instrumento político” explicó.tras la reunión con arce cuellar afirmó que el presidente lo reconoce como asambleísta nacional legítimo y recibió su confianza para trabajar por santa cruz según reportó anf./rxvch/,https://lapatria.bo/2022/03/24/loza-deja-en-manos-del-tse-expulsion-de-cuellar-del-mas/,lapatria.bo,7acb3365b9bdac25baddfd4c2ad2ed46,55,1574,7,146,"('mas', 3)","('partido', 3)","('electoral', 3)"
30,arce asegura que restablecer las relaciones entre chile y bolivia depende del tema marítimo,el presidente del estado luis arce catacora dio su discurso alusivo al día del mar la autoridad del país expresó que el restablecimiento de las relaciones diplomáticas entre ambos países solo será posible si se da una solución al tema marítimo.“la solución efectiva al diferendo marítimo a través de medios pacíficos y el ejercicio pleno de la soberanía sobre dicho territorio constituyen objetivos permanentes e irrenunciables del estado boliviano por ello el restablecimiento de relaciones diplomáticas sólo se podrá dar en el marco de la solución al tema marítimo pendiente. chile es consciente que el encierro boliviano es una de sus faltas internacionales más graves” afirmó arce.el mandatario boliviano también expuso su deseo de que el recién posesionado presidente de chile gabriel boric pueda dar solución al conflicto marítimo que mantienen ambos países.“hacemos votos para que bajo el liderazgo del hermano presidente gabriel boric se ponga fin al enclaustramiento del pueblo boliviano una herida abierta en nuestra patria grande desde hace 143 años” dijo.boric expresó la semana precedente su intención de retomar relaciones diplomáticas con bolivia sin embargo aclaró que la soberanía marítima no sería un tema que negociaría.arce mencionó el daño económico que ocasionó el enclaustramiento marítimo de bolivia como la reducción del 1 por ciento anual en el producto interno bruto (pib) del país al mismo tiempo el mandatario reafirmó que la reivindicación marítima es irrenunciable e imprescriptible según informó erbol.“estamos seguros que más temprano que tarde se rectificará la injusticia de nuestro enclaustramiento y reconstituiremos nuestra relación ancestral y soberana con los mares derecho con el que nacimos como bolivia y al que nunca renunciaremos. por justicia historia y razón hoy y siempre mar para bolivia” finalizó el mandatario./ lmpt,https://lapatria.bo/2022/03/23/arce-asegura-que-restablecer-las-relaciones-entre-chile-y-bolivia-depende-del-tema-maritimo/,lapatria.bo,4e180760cc1e09c143e8d9a2f67f36b3,91,1867,9,174,"('solución', 4)","('marítimo', 4)","('boliviano', 4)"
31,senadora barrientos: «una interpelación le cuesta al país más de 35.000 dólares»,la senadora de comunidad ciudadana (cc) andrea barrientos cuestionó que el partido gobernante del movimiento al socialismo (mas) esté realizando interpelaciones de ministros solo para ofrecer “alabanzas” o “castigos” en lugar de concentrarse en fiscalizar de manera técnica el desempeño de las autoridades del ejecutivo provocando un gasto mayor a los 35.000 dólares al país.la afirmación de la senadora se dio en el contexto de la próxima interpelación al ministro de gobierno eduardo del castillo ya que sus explicaciones a la bancada del mas sobre dirigentes y diputados que se enriquecen con la coca no fueron suficientes para los parlamentarios el pasado martes.“lamentablemente el oficialismo ha hecho que las interpelaciones que deben ser un mecanismo legislativo de fiscalización importante se conviertan en alabanzas o castigo de sus ministros. entonces eso es inaceptable o sea una interpelación le cuesta al país más de 35.000 dólares” dijo la senadora a los medios de comunicación.para barrientos una interpelación a un ministro debería ser en casos de corrupción y que esté involucrado en cosas que no le competen pero de existir problemas con el partido de gobierno y sus dirigentes el mas tendría que resolver ese tema de forma interna.el diputado del mas angelo céspedes rechaza el argumento de la legisladora de cc y recordó que no escatiman en gastos cuando la oposición pide interpelaciones.“¿cuando ellos solicitan interpelación no ven cuáles son los gastos?” cuestionó céspedes.el mas aún no definió una postura como bloque para censurar o no al ministro de gobierno en la próxima interpelación.“hemos avanzado hasta el proceso de interpelación por una decisión orgánica que ha emergido de una votación. no se discutió ni consideró menos se votó por la censura” aseguró rubén gutiérrez senador del mas a radio compañera.para céspedes y gutiérrez todo dependerá de la asamblea legislativa si se censura o no al ministro de gobierno eduardo del castillo.según datos del reglamento de la asamblea legislativa plurinacional en una interpelación se puede votar a favor de orden del día puro y simple que conlleva la confianza en la autoridad de lo contrario se lo censurará y eso implica su destitución.el ministro de gobierno eduardo del castillo afirmó que no presentó ni presentará su renuncia al cargo como circuló en redes sociales además dijo que asistirá a la interpelación que fue anunciada por diputados del mas./hnf/,https://lapatria.bo/2022/03/24/senadora-barrientos-una-interpelacion-le-cuesta-al-pais-mas-de-35-000-dolares/,lapatria.bo,a41bc4e5068c9d6c15634360058ff558,80,2442,7,206,"('interpelación', 7)","('mas', 6)","('ministro', 5)"
32,la cob descarta diálogo tripartito por el incremento salarial,ante las advertencias de los empresarios privados y su solicitud de mostrar su propuesta para el incremento salarial la central obrera boliviana (cob) descartó cualquier posibilidad de incluir a ese sector en el diálogo y ratificó que su pliego petitorio será discutido solo con el gobierno.“no habrá diálogo tripartito. nuestra demanda de incremento es con el gobierno central” dijo el máximo dirigente de la cob juan carlos huarachi en contacto con la prensa.huarachi afirmó que están a la espera de que el gobierno designe a las autoridades pertinentes para la formación de comisiones e iniciar con el análisis de su pliego petitorio.la semana precedente la central obrera boliviana solicitó al gobierno para la gestión 2022 un incremento del 10 por ciento al salario mínimo nacional y siete por ciento al haber básico.el pedido de la cob llamó la atención de la confederación de empresarios privados de bolivia (cepb) quienes inmediatamente pidieron una reunión con el presidente del estado luis arce catacora desde ese sector advirtieron que el incremento planteado por la central obrera generaría incluso el cierre de empresas.la cepb mandó una carta al presidente en la que se lee “la decisión eventual de proponer un incremento salarial más allá de su cuantificación implica asumir unos supuestos de normalidad y capacidad económica que al día de hoy no predican la realidad del sector productivo en los diferentes sectores regiones y escalas de producción”.los empresarios privados expusieron también en su misiva que la pandemia impactó todas la unidades productivas del país información que respaldaron con datos estadísticos y la consulta directa a los afectados.finalmente la cepb explicó que el sector productivo formal boliviano aún no recuperó su estabilidad y que además ahora enfrentan las consecuencias del conflicto bélico entre rusia y ucrania que desde su inicio generó incertidumbre generalizada respecto al futuro económico de las naciones./ lmpt,https://lapatria.bo/2022/03/23/la-cob-descarta-dialogo-tripartito-por-el-incremento-salarial/,lapatria.bo,1773d92ae17b1acbc1f2ee7352e04ce1,61,1970,6,177,"('incremento', 5)","('sector', 4)","('empresarios', 3)"
34,gobierno de bielorrusia expulsa a diplomáticos de ucrania y cierra el consulado,desde el gobierno de bielorrusia se anunció este miércoles la expulsión de una parte de los diplomáticos ucranianos acreditados en minsk así como el cierre del consulado general de ucrania en la ciudad de brest.el portavoz de la diplomacia bielorrusa anatoli glaz explicó que esta decisión obedece a la necesidad de poner fin a actividades contrarias a la diplomacia que según bielorrusia eran realizadas por miembros de las misiones ucranianas.«de conformidad con el artículo 11 de la convención de viena sobre relaciones diplomáticas la república de bielorrusia decidió reducir el número de diplomáticos ucranianos en su territorio» declaró el portavoz según reporte de la agencia oficial belta.asimismo declaró que a los diplomáticos ucranianos se les propuso abandonar el país en un plazo de 72 horas detalló el funcionario que no precisó a cuántos diplomáticos afecta la medida. el embajador y otros cuatro diplomáticos podrán quedarse en bielorrusia.el gobierno ucraniano de volodímir zelenski acusó a bielorrusia de complicidad con la «operación militar especial» que lanzó el presidente ruso vladimir purtin en ucrania el 24 de febrero.anteriormente el presidente bielorruso y principal aliado de rusia aleksander lukashenko acusó al gobierno ucraniano de lanzar misiles de guerra a su territorio y amenazó que si continuaban los ataques respondería controladamente./mdcb,https://lapatria.bo/2022/03/23/gobierno-de-bielorrusia-expulsa-a-diplomaticos-de-ucrania-y-cierra-el-consulado/,lapatria.bo,be798626f9ad2dd752e709ae185e130e,79,1379,7,118,"('diplomáticos', 5)","('bielorrusia', 4)","('gobierno', 3)"
55,"ramiro sanjinés, el primer postulante inscrito en la asamblea legislativa plurinacional para defensor del pueblo",el primer postulante a defensor del pueblo inscrito este martes en las oficinas de la comisión mixta de constitución de la asamblea legislativa plurinacional (alp) es ramiro rafael sanjinés rodríguez.el postulante de 41 años de edad presentó su documentación correspondiente en esta jornada de inscripción para postular a ese cargo aseguró ser licenciado en teología egresado de historia bartender barista y gastrónomo pero además destacó su paciencia para armar rompecabezas.también afirmó que realizó un voluntariado en la defensoría del pueblo circunstancia que le motivó a presentarse a esta postulación pública.“soy de la paz y bueno antes era voluntario de la defensoría del pueblo hace años atrás y es muy interesante trabajar por los derechos humanos” aseveró en una breve entrevista difundida por las redes sociales de la cámara de senadores.sanjinés manifestó que pretende hacer de la defensoría una entidad que promueva la unidad en el país por encima de los discursos de “fraude” o “golpe”.también anunció que buscará la eliminación de la renta vitalicia para exmandatarios porque considera que va en contra del principio de igualdad entre las personas.otra de sus motivaciones para acceder al cargo señaló que también ha sufrido vulneración a sus derechos por parte del servicio de impuestos.las personas postulantes al cargo de defensor del pueblo tienen aún oportunidad para presentar su documentación con los 18 requisitos establecidos en el reglamento y la convocatoria emitida por la asamblea legislativa plurinacional (alp) el cual vence el 1 de abril.según la constitución política del estado (cpe) el defensor del pueblo ejerce funciones por un periodo de seis años sin posibilidad a una segunda designación./hnf/,https://lapatria.bo/2022/03/22/ramiro-sanjines-el-primer-postulante-inscrito-en-la-asamblea-legislativa-plurinacional-para-defensor-del-pueblo/,lapatria.bo,2d95c7889949dd8ed2f634100ce0330d,112,1734,11,146,"('pueblo', 5)","('defensor', 3)","('años', 3)"
56,covid-19: dos nuevos casos y dos recuperados este martes en oruro,los nuevos contagios de covid-19 este martes en oruro fueron dos cifra similar se tuvo de pacientes recuperados. además se cumplieron 14 días es decir dos semanas que no hay fallecidos con esta enfermedad en el departamento.el reporte del servicio departamental de salud (sedes) precisa que las dos personas recuperadas son del municipio de oruro al igual que uno de los contagiados con el virus mientras que el restante nuevo caso es de challapata.las bajas cifras se registraron a pesar de que se hicieron 339 pruebas el martes de las cuales 330 se descartaron porque dieron negativo dos fueron positivo dos sirvieron para dar alta médica y de las cinco restantes aún se aguarda su resultado. hasta el momento en el departamento de oruro se registraron 42.260 casos de coronavirus además 40.583 pacientes se recuperaron 1.594 fallecieron y hay 83 personas que todavía tienen el virus.con los nuevos contagios la ciudad capital suma 35.525 casos seguida de huanuni con 1.530 challapata 1.143 machacamarca 392 caracollo 359 sabaya 288 turco 267 salinas de garci mendoza 238 antequera 218 eucaliptus 213 toledo 210 poopó 209.curahuara de carangas 196 huari 185 huachacalla 163 santiago de andamarca 154 pazña 149 corque 133 pampa aullagas 103 el choro 87 quillacas 83.en tanto totora 67 huayllamarca 66 soracachi 56 esmeralda 43 yunguyo de litoral 37 belén de andamarca 28 choquecota 26 cruz de machacamarca 25 escara 23 chipaya 21 coipasa 15 la rivera cinco carangas y todos santos uno.el municipio de oruro acumula 34.156 personas recuperadas huanuni 1.466 challapata 1.055 machacamarca 374 caracollo 335 sabaya 284 turco 264 salinas de garci mendoza 233 antequera 212 eucaliptus 201 toledo 201 poopó 194.curahuara de carangas 178 huari 177 huachacalla 157 santiago de andamarca 148 pazña 146 corque 131 pampa aullagas 101 el choro 87 quillacas 80 huayllamarca 65.finalmente totora 62 soracachi 55 esmeralda 42 yunguyo de litoral 36 belén de andamarca 28 choquecota 25 cruz de machacamarca 24 escara 23 chipaya 21 coipasa 15 la rivera cinco todos santos uno y carangas uno.,https://lapatria.bo/2022/03/23/covid-19-dos-nuevos-casos-y-dos-recuperados-este-martes-en-oruro/,lapatria.bo,375aedc5e999e438019a11c3ca4c8aea,65,2074,8,253,"('dos', 5)","('oruro', 4)","('machacamarca', 4)"
58,dirigente intercultural anuncia que denunciará al diputado arce por discriminación,por presunta discriminación y difamación la dirigente intercultural angélica ponce anunció que denunciará al diputado del movimiento al socialismo (mas) héctor arce debido a declaraciones públicas que el legislador efectuó en su contra.en días precedentes ponce expresó sus críticas a evo morales a lo que arce respondió descalificando a la dirigente acusándola de mentir incluso con adjetivos en su contra reportó la red erbol.“voy a denunciar públicamente al señor arce por discriminación por difamación no voy a permitir que diga malagradecida que soy una traicionera” manifestó ponce.por otro lado sobre la decisión de un bloque de mujeres interculturales de expulsarla de la confederación ponce negó la situación indicando que fue asumido por un grupo minoritario.resaltó que durante el periodo del supuesto “golpe de estado” héctor arce no brindaba declaraciones a los medios de comunicación pero ahora sí lo hace para pelearse con ella.“está dañando mi dignidad esta vulnerado mis derechos. voy a hacer la denuncia correspondiente contra este diputado que en vez de gestionar o hacer la fiscalización a entidades públicas privadas está para pedir justicia contra los golpistas sueltos contra camacho” señaló.asimismo instó a arce a reflexionar manifestando que debe además del ama llulla (no seas mentiroso) ama suwa (no seas ladrón) y ama qhilla (no seas flojo) también practique el ama llunku (no seas zalamero).“que no esté agarrando con una mujer que se esté agarrando con los varones si quiere tanta pelea que venga y me busque” concluyó./jdlf/,https://lapatria.bo/2022/03/23/dirigente-intercultural-anuncia-que-denunciara-al-diputado-arce-por-discriminacion/,lapatria.bo,a9d0db85fcd96c5c6c28379b6623c556,82,1556,7,145,"('arce', 5)","('contra', 4)","('ama', 4)"
66,juez niega libertad a hermana del feminicida serial richard choque,la justicia rechazó el cese a la detención preventiva de la hermana del feminicida asesino y violador serial richard choque flores. ely marilyn choque continuará con detención preventiva en el penal de obrajes ella es investigada por los delitos de trata y tráfico de personas.“ayer se realizó la audiencia de medidas cautelares de la hermana del psicópata sexual richard choque ely marilyn choque quien solicitó el cese a su detención preventiva pero la misma fue rechazada” por un juez informó el responsable de servicio integral de justicia plurinacional.ely choque está recluida en el penal de obrajes de manera preventiva por el lapso de seis meses tras ser investigada por complicidad y trata y tráfico de personas sobre los delitos que pesan en contra de su hermano.el argumento de la mujer para solicitar medidas sustitutivas a la detención preventiva fue que tiene a su cargo a un menor de nueve meses. sin embargo los delitos por los que está siendo investigada no ayudaron para que acceda a este beneficio.“ella había sido madre de un menor de edad según el código penal nos señala que no puede estar detenida preventivamente pero hay un inciso donde establece que en delitos de confrontación social existe la detención preventiva para delitos graves” complemento el responsable de servicio integral de justicia plurinacional.un juez cautelar envió a ely marilyn hermana del feminicida serial richard choque al penal de obrajes y a su madre elizabeth f. a la cárcel de miraflores.richard choque fue aprehendido en enero por los feminicidios de iris y lucy además se lo sindica por la violación de al menos 77 víctimas. en 2013 el agresor fue enviado a la cárcel por el asesinato de otra joven. el sujeto está acusado de quitar la vida de cuatro personas./hnf/,https://lapatria.bo/2022/03/23/juez-niega-libertad-a-hermana-del-feminicida-serial-richard-choque/,lapatria.bo,288fc1f4871d2a7f95a9a4e0620265cc,66,1770,8,160,"('choque', 7)","('preventiva', 6)","('detención', 5)"
68,"francisco solares marco, es el tercer postulante a defensor del pueblo",en el sexto día para la inscripción de aspirantes a defensor del pueblo este miércoles presentó su postulación francisco xavier solares marco el tercero que lo hace ante la comisión mixta de constitución con miras a las designación del titular de esa institución.“francisco xavier solares marco de 39 años licenciado en relaciones internacionales es el tercer postulante a defensor del pueblo. insta a la ciudadanía a presentarse a esta convocatoria para fortalecer el proceso democrático” se informó desde la cámara de senadores a través de sus redes sociales.el presidente de la comisión mixta de constitución rubén gutiérrez señaló que la fase de inscripción de candidatos concluirá el 1 de abril según el cronograma que fue aprobado por la asamblea legislativa plurinacional (alp).gutiérrez explicó que los postulantes se inscriben con la presentación de un sobre cerrado en el que deben estar los 18 requisitos exigidos para aspirar a ser defensor del pueblo.solares indicó que uno de sus objetivos para ser defensor del pueblo es evitar que en el país se violen los derechos constitucionales y de los derechos humanos de las personas.asimismo dijo que desde esa institución busca ser un “contrapeso” en contra del abuso de poder que se da en el país en diferentes niveles de la administración pública.el martes precedente se inscribieron ramiro rafael sanjinés rodríguez de 41 años y cyborg kanashiro bronnkss de 51 años ante la comisión mixta de constitución de la alp según reportó brújula digital. /rxvch/,https://lapatria.bo/2022/03/23/francisco-solares-marco-es-el-tercer-postulante-a-defensor-del-pueblo/,lapatria.bo,8a224bf0f104b5385d882f75abafa977,70,1514,8,132,"('defensor', 4)","('pueblo', 3)","('comisión', 3)"
69,"reportan la muerte de la gimnasta ucraniana katya diachenco de 11 años, en el bombardeo ruso",medios internacionales reportarón la muerte de la gimnasta ucraniana katya dyachenco de tan solo 11 años durante el bombardeo en mariúpol. la joven promesa del deporte ucraniano falleció enterrada bajo los escombros provocados por los bombardeos rusos.dyachenco es una más de las jóvenes victimas que han perdido la vida a causa de la invasión rusa durante la operación militar especial en ucrania. la muerte de la gimnasta ha sido anunciada a través de una publicación compartida en instagram por su entrenadora anastasia meshchanenkov.según su entrenadora dyachenco estaba en el interior de su casa cuando este miércoles recibió el impacto de un misil ruso. la joven habría muerto entre los escombros luego de ser atacada por los bombardeos rusos.“tenía que conquistar el escenario y regalar sonrisas al mundo. ¿de qué tienen la culpa los niños?” escribió la entrenadora atraves de su cuenta de instagram.la noticia de la muerte también fue confirmada por anna prutova parlamentaria ucraniana a través de twitter.“esta es nuestra gimnasta katya dyachenko. tiene 11 años. murió bajo los escombros de su casa en mariupol cuando un misil ruso la alcanzó y la destruyó por completo. podría haber tenido un futuro brillante por delante como joven campeona de ucrania. pero en un segundo ella se había ido” escribió.según naciones unidas al menos 78 niños han muerto desde que se inició la invasión rusa hace justo un mes./abh,https://lapatria.bo/2022/03/24/reportan-la-muerte-de-la-gimnasta-ucraniana-katya-diachenco-de-11-anos-en-el-bombardeo-ruso/,lapatria.bo,43360daf0aa5fcdd1c6279278c42c0c8,92,1422,11,138,"('muerte', 3)","('gimnasta', 3)","('joven', 3)"
70,chile considera que arce presentó un “cambio de tono”,debido al discurso del presidente luis arce por el día del mar el gobierno de chile consideró que el mandatario tuvo un “cambio de tono” sin embargo afirmó que mantiene la esperanza de restablecer las relaciones diplomáticas.fue la subsecretaria de relaciones exteriores de chile ximena fuertes quien ratificó que su país está acostumbrado a los “cambios de tono” de bolivia sin embargo resaltó que está dispuesta a establecer una agenda positiva con el país.“lo tomamos como un cambio de tono y de hecho no es la primera vez que hay un cambio de tono en bolivia. así creo que chile está acostumbrado a los cambios de tono” aseveró en contacto con la cadena internacional cnn.fuertes resaltó que en el caso silala el “cambio de tono fue aún peor” cuando calificaron a chile como “ladrón”.“lo tomamos como eso. dentro de la política a veces se dice cosas y que después los propios países los propios que las pronuncian se arrepienten pero es parte de la política” sostuvo.en su discurso arce indicó que las relaciones diplomáticas con chile sólo se podrán dar “en el marco de una solución al tema marítimo” asimismo aseveró que el enclaustramiento boliviano es una de las faltas más graves de parte de ese país reportó la red erbol.para la subsecretaria las declaraciones de arce implican “volver a una política anterior” cuando chile tenía esperanza de que los países “pudieran poner al margen el tema marítimo” y retomar las relaciones diplomáticas.“seguimos disponibles para tener relaciones diplomáticas. no es posible que dos países aún cuando tengan diferencias no tengan relaciones diplomáticas” subrayó.respecto a la intención de que el tema marítimo se pueda solucionar con el actual gobierno de chile al que calificó de “progresista” manifestó que no es importante el tipo de gobierno de turno.“no tiene justificación pedir que de acuerdo al gobierno que esté haya dejación de esa defensa de los intereses del país” añadió.recalcó que chile estará dispuesto a establecer la agenda en temas comunes considerando que en la política “los momentos cambian”./jdlf/,https://lapatria.bo/2022/03/24/chile-considera-que-arce-presento-un-cambio-de-tono/,lapatria.bo,251585e2505d7ac4f437cee0ef15fd50,53,2068,6,185,"('chile', 8)","('relaciones', 6)","('gobierno', 4)"
